loss,accuracy,val_loss,val_accuracy
0.22613008320331573,0.9143292903900146,0.10256218910217285,0.9670731425285339
0.08453508466482162,0.9676828980445862,0.07251564413309097,0.9695122241973877
0.0574762262403965,0.9798780679702759,0.05899913236498833,0.9743902683258057
0.04729640483856201,0.9832317233085632,0.044609442353248596,0.9841463565826416
0.054491981863975525,0.9786585569381714,0.05648487061262131,0.9792683124542236
0.029456933960318565,0.9899390339851379,0.04090350121259689,0.9878048896789551
0.027957022190093994,0.9905487895011902,0.053336139768362045,0.9841463565826416
0.015835028141736984,0.9935975670814514,0.041095901280641556,0.9829268455505371
0.006951391231268644,0.9981707334518433,0.046031247824430466,0.9817073345184326
0.003149499651044607,0.9996951222419739,0.04979604110121727,0.9817073345184326
